StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,Technical_Skills_Score,PlacementStatus,PlacementStatus_encoded
3911,6.8,1.0,1,0,76,4.1,No,No,55,62,44.0,notplaced,0
3912,7.6,1.0,2,2,72,4.5,Yes,No,87,84,89.0,placed,1
3913,6.5,0.0,3,0,80,4.5,No,Yes,79,64,87.0,notplaced,0
3914,7.7,2.0,2,0,73,4.3,Yes,Yes,72,88,48.0,placed,1
3915,8.3,1.0,2,2,88,4.6,Yes,Yes,85,88,87.0,placed,1
3916,8.5,2.0,3,2,88,4.7,Yes,Yes,71,84,94.0,placed,1
3917,7.6,2.0,2,1,73,4.7,No,No,59,62,89.0,notplaced,0
3918,7.6,1.0,3,0,71,4.7,Yes,No,64,67,77.0,notplaced,0
3919,8.4,0.0,3,2,90,4.8,Yes,Yes,80,86,43.0,placed,1
3920,8.2,1.0,3,2,82,4.3,Yes,Yes,69,81,47.0,notplaced,0
3921,7.8,1.0,2,0,70,4.8,Yes,Yes,74,67,52.0,notplaced,0
3922,8.5,1.0,2,2,83,4.2,Yes,No,79,85,56.0,placed,1
3923,7.8,1.0,1,0,71,4.0,No,Yes,55,65,58.0,notplaced,0
3924,7.6,1.0,2,0,76,4.2,No,Yes,57,64,61.0,notplaced,0
3925,8.1,1.0,3,2,84,4.8,Yes,Yes,82,84,73.0,notplaced,0
3926,7.5,1.0,1,0,77,4.0,No,Yes,55,65,50.0,notplaced,0
3927,6.5,1.0,2,1,77,4.2,No,No,62,71,54.0,notplaced,0
3928,9.0,1.0,3,2,90,4.8,Yes,Yes,77,78,68.0,placed,1
3929,7.7,0.0,1,0,70,3.7,No,No,71,70,48.0,placed,1
3930,8.3,1.0,2,1,78,4.7,No,Yes,74,64,57.0,notplaced,0
3931,6.8,2.0,3,2,82,3.9,Yes,No,76,81,61.0,placed,1
3932,8.2,0.0,2,2,79,4.0,Yes,Yes,76,79,80.0,placed,1
3933,6.9,1.0,1,1,69,4.1,Yes,Yes,55,67,40.0,notplaced,0
3934,8.1,1.0,3,2,72,4.8,No,No,83,77,42.0,notplaced,0
3935,7.8,1.0,2,0,71,3.6,Yes,No,72,67,49.0,placed,1
3936,7.5,1.0,1,0,84,4.2,No,Yes,56,69,58.0,notplaced,0
3937,8.6,2.0,3,2,90,4.8,Yes,Yes,89,86,76.0,placed,1
3938,8.4,2.0,3,2,87,4.8,Yes,Yes,83,88,84.0,placed,1
3939,7.6,1.0,3,0,87,4.4,Yes,Yes,71,71,76.0,placed,1
3940,8.3,2.0,3,2,90,4.7,Yes,No,87,87,62.0,placed,1
3941,8.5,1.0,1,1,81,4.5,Yes,Yes,70,62,44.0,notplaced,0
3942,6.8,1.0,3,0,85,4.5,Yes,Yes,86,83,53.0,notplaced,0
3943,7.6,1.0,1,0,71,3.9,No,Yes,55,60,93.0,notplaced,0
3944,6.5,1.0,2,0,85,4.1,No,Yes,90,66,58.0,notplaced,0
3945,7.7,1.0,1,2,79,4.1,Yes,No,61,84,73.0,notplaced,0
3946,8.4,2.0,3,2,90,4.8,Yes,Yes,70,85,80.0,placed,1
3947,7.5,1.0,2,0,82,3.7,No,No,73,84,56.0,notplaced,0
3948,8.0,2.0,3,2,90,4.3,Yes,Yes,75,82,42.0,placed,1
3949,7.6,0.0,1,0,60,4.0,No,Yes,58,66,45.0,notplaced,0
3950,7.6,1.0,2,2,79,4.2,Yes,Yes,59,67,53.0,placed,1
3951,8.2,2.0,3,2,90,4.8,Yes,Yes,83,85,63.0,placed,1
3952,7.5,0.0,3,0,67,4.1,Yes,Yes,74,67,68.0,notplaced,0
3953,8.3,2.0,3,2,89,4.6,No,Yes,79,86,59.0,notplaced,0
3954,7.9,1.0,1,0,85,4.5,Yes,Yes,80,81,41.0,placed,1
3955,7.4,0.0,3,0,75,4.0,Yes,Yes,60,73,52.0,notplaced,0
3956,6.5,1.0,3,3,79,4.3,Yes,Yes,63,87,55.0,placed,1
3957,7.6,1.0,1,1,77,3.9,No,No,55,59,45.0,notplaced,0
3958,7.7,1.0,3,0,82,3.8,Yes,Yes,63,67,68.0,notplaced,0
3959,7.8,1.0,1,2,85,3.8,No,Yes,60,67,81.0,notplaced,0
3960,6.5,1.0,1,1,68,4.1,No,Yes,78,68,74.0,notplaced,0
3961,7.5,1.0,2,1,82,4.5,Yes,No,71,72,62.0,notplaced,0
3962,6.5,1.0,1,0,67,4.2,No,No,57,61,88.0,notplaced,0
3963,8.7,2.0,3,0,90,4.8,Yes,No,76,78,76.0,placed,1
3964,6.7,0.0,1,0,74,4.2,Yes,Yes,55,68,87.0,notplaced,0
3965,7.7,1.0,2,1,76,4.8,No,Yes,59,68,67.0,notplaced,0
3966,8.1,1.0,3,2,80,4.4,Yes,Yes,83,72,89.0,notplaced,0
3967,7.7,1.0,3,2,87,4.8,Yes,Yes,78,86,64.0,placed,1
3968,6.5,1.0,1,1,84,4.6,No,No,85,73,54.0,notplaced,0
3969,7.5,0.0,3,2,72,4.7,Yes,Yes,72,82,56.0,placed,1
3970,6.5,1.0,1,1,77,4.1,Yes,Yes,72,67,67.0,notplaced,0
3971,8.2,1.0,3,2,90,4.7,Yes,Yes,81,88,50.0,placed,1
3972,6.5,1.0,2,1,78,3.9,No,Yes,62,68,90.0,notplaced,0
3973,7.7,1.0,2,1,81,3.6,Yes,Yes,70,63,83.0,placed,1
3974,7.6,1.0,0,0,84,4.8,Yes,Yes,60,69,53.0,placed,1
3975,7.6,0.0,1,0,88,4.7,Yes,Yes,62,69,88.0,placed,1
3976,6.8,0.0,1,2,77,4.6,Yes,No,72,73,83.0,notplaced,0
3977,7.0,1.0,3,1,77,4.2,Yes,Yes,78,84,79.0,placed,1
3978,7.7,1.0,2,1,76,3.8,No,Yes,59,64,92.0,notplaced,0
3979,8.5,2.0,2,2,90,4.7,Yes,Yes,73,69,75.0,notplaced,0
3980,8.7,2.0,3,2,90,4.8,Yes,Yes,79,85,71.0,placed,1
3981,8.2,2.0,3,2,90,4.8,Yes,Yes,85,80,86.0,placed,1
3982,7.5,1.0,2,0,86,4.7,Yes,Yes,72,87,58.0,notplaced,0
3983,8.4,0.0,3,0,90,4.8,Yes,Yes,77,84,46.0,placed,1
3984,7.5,1.0,2,2,83,3.1,No,No,58,74,62.0,notplaced,0
3985,6.9,1.0,2,0,70,4.3,No,No,55,71,54.0,placed,1
3986,6.6,1.0,3,1,80,4.4,Yes,Yes,79,85,87.0,placed,1
3987,7.5,1.0,1,1,71,4.3,No,Yes,55,72,43.0,notplaced,0
3988,8.1,1.0,1,0,85,3.1,No,Yes,55,65,64.0,notplaced,0
3989,6.5,1.0,1,1,82,4.1,No,No,65,65,55.0,notplaced,0
3990,6.5,1.0,1,1,72,3.5,No,No,57,66,57.0,notplaced,0
3991,7.9,2.0,1,2,90,4.5,Yes,No,74,79,79.0,notplaced,0
3992,8.2,1.0,2,1,74,3.8,No,No,58,67,51.0,notplaced,0
3993,6.5,1.0,1,0,75,3.3,No,No,55,63,84.0,notplaced,0
3994,8.4,1.0,2,1,81,3.8,Yes,Yes,72,65,89.0,placed,1
3995,7.5,1.0,1,0,69,3.7,No,Yes,55,70,68.0,notplaced,0
3996,7.5,1.0,1,1,79,4.7,Yes,Yes,55,71,67.0,notplaced,0
3997,6.5,1.0,1,0,89,3.9,No,Yes,56,71,45.0,notplaced,0
3998,7.6,1.0,2,0,75,3.8,No,Yes,61,68,89.0,notplaced,0
3999,7.5,1.0,1,1,60,3.6,No,Yes,55,64,75.0,notplaced,0
4000,8.3,2.0,2,2,85,3.9,Yes,Yes,60,86,80.0,placed,1
4001,7.5,0.0,2,1,70,3.7,No,No,80,63,47.0,notplaced,0
4002,6.5,1.0,2,0,65,4.0,No,No,61,63,52.0,notplaced,0
4003,7.8,2.0,2,2,68,4.5,No,Yes,73,87,93.0,notplaced,0
4004,8.5,2.0,3,2,90,4.8,Yes,Yes,72,86,80.0,placed,1
4005,7.9,1.0,1,1,75,4.4,Yes,Yes,74,70,85.0,notplaced,0
4006,6.8,1.0,2,2,77,4.7,Yes,No,74,60,85.0,notplaced,0
4007,8.2,1.0,3,2,68,4.4,No,Yes,55,85,68.0,notplaced,0
4008,8.6,1.0,2,2,90,4.5,Yes,Yes,83,81,79.0,notplaced,0
4009,8.6,1.0,3,2,90,4.8,Yes,Yes,84,85,41.0,placed,1
4010,7.9,2.0,3,1,70,4.5,Yes,No,78,88,53.0,notplaced,0
4011,8.4,2.0,3,2,90,4.8,Yes,Yes,84,86,54.0,placed,1
4012,8.1,2.0,3,2,90,4.8,Yes,Yes,87,82,49.0,placed,1
4013,7.8,1.0,2,2,83,4.7,Yes,Yes,63,71,52.0,placed,1
4014,7.6,1.0,2,0,74,3.4,No,Yes,57,57,44.0,notplaced,0
4015,6.6,1.0,2,2,77,4.0,No,Yes,63,65,91.0,notplaced,0
4016,6.5,1.0,2,1,76,4.2,Yes,Yes,59,84,45.0,notplaced,0
4017,6.5,1.0,1,2,90,4.0,Yes,Yes,79,81,45.0,placed,1
4018,7.8,1.0,2,0,78,4.0,Yes,Yes,67,72,71.0,notplaced,0
4019,7.6,1.0,2,1,74,4.1,No,Yes,55,65,81.0,placed,1
4020,7.6,0.0,1,0,71,3.7,No,Yes,55,73,51.0,notplaced,0
4021,6.5,1.0,2,0,76,4.2,Yes,Yes,55,66,69.0,notplaced,0
4022,8.5,0.0,1,0,86,4.7,Yes,Yes,72,83,80.0,placed,1
4023,8.2,0.0,3,0,86,4.5,Yes,Yes,90,81,54.0,placed,1
4024,7.1,1.0,2,0,76,4.1,No,Yes,73,85,93.0,notplaced,0
4025,6.9,1.0,1,1,85,4.2,No,Yes,80,66,67.0,notplaced,0
4026,6.5,1.0,1,0,80,4.5,No,Yes,60,70,67.0,notplaced,0
4027,7.7,0.0,2,3,77,4.8,Yes,Yes,67,80,42.0,notplaced,0
4028,7.6,1.0,1,0,72,4.0,No,Yes,55,67,81.0,notplaced,0
4029,7.6,1.0,2,0,76,4.1,Yes,Yes,70,62,58.0,notplaced,0
4030,7.8,0.0,2,1,75,4.4,Yes,Yes,61,68,46.0,placed,1
4031,6.8,1.0,2,1,68,4.3,No,Yes,64,69,93.0,notplaced,0
4032,8.2,2.0,3,2,85,4.4,Yes,Yes,82,85,49.0,placed,1
4033,8.4,1.0,1,1,73,4.5,No,No,63,60,40.0,notplaced,0
4034,6.5,0.0,1,1,68,4.1,No,No,55,65,90.0,notplaced,0
4035,6.7,1.0,1,0,73,4.6,Yes,No,67,68,88.0,notplaced,0
4036,8.5,1.0,3,2,90,4.5,Yes,Yes,76,84,88.0,placed,1
4037,6.8,1.0,1,0,68,3.1,No,No,55,68,80.0,notplaced,0
4038,8.2,2.0,3,2,90,4.6,Yes,Yes,74,84,73.0,placed,1
4039,8.0,2.0,2,0,87,4.2,Yes,Yes,65,83,64.0,notplaced,0
4040,7.6,1.0,3,3,75,4.8,Yes,Yes,78,84,67.0,placed,1
4041,7.9,1.0,2,1,86,4.2,No,Yes,60,63,72.0,notplaced,0
4042,7.9,2.0,1,0,71,4.7,No,Yes,77,86,70.0,notplaced,0
4043,8.0,1.0,1,0,73,4.2,No,No,83,63,94.0,notplaced,0
4044,7.8,0.0,2,2,90,4.8,No,Yes,80,85,93.0,placed,1
4045,7.2,0.0,3,0,75,4.6,No,No,83,65,78.0,placed,1
4046,8.0,1.0,3,2,83,4.7,Yes,Yes,55,73,89.0,placed,1
4047,7.6,1.0,1,1,69,3.6,No,No,62,63,41.0,notplaced,0
4048,8.2,2.0,3,2,90,4.8,Yes,Yes,77,88,95.0,placed,1
4049,7.3,0.0,1,0,82,3.8,No,Yes,55,85,65.0,notplaced,0
4050,8.2,2.0,3,2,90,4.8,Yes,Yes,84,87,91.0,placed,1
4051,6.6,1.0,1,0,76,4.0,No,No,57,58,82.0,notplaced,0
4052,7.8,2.0,3,2,88,4.5,Yes,Yes,71,85,84.0,placed,1
4053,7.5,2.0,1,2,86,4.6,No,Yes,82,83,90.0,placed,1
4054,8.5,2.0,3,2,90,4.8,Yes,No,76,84,67.0,notplaced,0
4055,7.6,0.0,1,0,72,4.5,No,No,60,66,95.0,notplaced,0
4056,8.2,2.0,3,2,84,4.8,Yes,Yes,75,83,83.0,placed,1
4057,8.6,1.0,2,0,72,4.4,No,Yes,76,57,87.0,notplaced,0
4058,8.1,1.0,3,2,82,4.7,Yes,Yes,78,66,77.0,placed,1
4059,7.2,0.0,1,0,73,4.1,No,Yes,55,69,48.0,placed,1
4060,6.8,0.0,1,0,84,4.2,No,No,61,60,55.0,notplaced,0
4061,7.9,1.0,2,1,77,4.2,Yes,Yes,84,64,87.0,placed,1
4062,7.0,1.0,1,0,65,4.0,No,No,58,65,80.0,notplaced,0
4063,6.6,1.0,3,1,74,4.5,Yes,Yes,76,71,43.0,notplaced,0
4064,8.5,2.0,3,2,90,4.4,Yes,Yes,84,86,76.0,placed,1
4065,8.3,1.0,2,2,78,4.8,Yes,Yes,77,82,89.0,notplaced,0
4066,8.5,1.0,3,1,72,4.1,Yes,Yes,72,87,41.0,placed,1
4067,6.5,0.0,1,0,67,3.7,No,No,64,66,41.0,notplaced,0
4068,7.5,2.0,3,0,88,4.6,Yes,Yes,78,87,74.0,placed,1
4069,8.2,1.0,3,2,90,4.6,Yes,Yes,86,86,59.0,placed,1
4070,6.6,1.0,1,1,66,3.9,Yes,Yes,57,67,44.0,notplaced,0
4071,8.4,2.0,3,2,90,4.8,Yes,Yes,69,83,76.0,placed,1
4072,7.4,1.0,2,1,66,4.5,No,No,58,71,86.0,notplaced,0
4073,7.5,1.0,2,0,78,3.7,No,No,70,67,94.0,notplaced,0
4074,7.7,1.0,3,0,75,4.5,Yes,Yes,64,61,41.0,notplaced,0
4075,7.5,1.0,2,1,76,3.7,Yes,Yes,59,70,82.0,notplaced,0
4076,7.5,0.0,1,0,72,3.6,No,No,56,70,57.0,notplaced,0
4077,7.7,0.0,0,2,89,4.1,Yes,Yes,74,79,55.0,notplaced,0
4078,7.8,1.0,1,1,77,4.0,No,Yes,62,63,40.0,notplaced,0
4079,7.4,1.0,2,0,71,3.9,No,Yes,63,70,49.0,notplaced,0
4080,7.6,1.0,2,1,74,4.0,Yes,Yes,62,85,88.0,notplaced,0
4081,8.0,1.0,3,0,65,4.4,Yes,Yes,55,68,44.0,notplaced,0
4082,6.5,1.0,2,1,80,4.1,No,Yes,66,66,52.0,notplaced,0
4083,7.5,1.0,1,0,60,3.3,No,Yes,55,72,70.0,notplaced,0
4084,8.1,1.0,3,0,90,4.4,Yes,Yes,89,80,89.0,placed,1
4085,8.4,2.0,2,0,74,4.4,Yes,No,79,85,74.0,notplaced,0
4086,7.4,1.0,1,1,74,3.6,No,Yes,55,70,75.0,notplaced,0
4087,6.5,1.0,1,0,64,4.5,No,Yes,55,64,66.0,notplaced,0
4088,7.7,2.0,3,1,89,4.7,Yes,Yes,61,84,43.0,placed,1
4089,8.2,0.0,3,1,90,4.8,Yes,Yes,82,84,69.0,placed,1
4090,7.4,1.0,2,1,71,4.8,Yes,Yes,55,58,45.0,notplaced,0
4091,7.4,0.0,2,1,65,4.4,No,No,61,70,52.0,notplaced,0
4092,8.6,1.0,1,0,87,4.8,Yes,Yes,69,82,72.0,placed,1
4093,8.2,2.0,3,0,80,4.3,Yes,Yes,84,82,71.0,placed,1
4094,8.5,1.0,3,3,86,4.8,Yes,Yes,78,73,63.0,placed,1
4095,7.5,2.0,3,1,83,4.2,Yes,Yes,76,75,66.0,placed,1
4096,8.5,2.0,3,2,82,4.7,Yes,Yes,75,88,40.0,placed,1
4097,6.5,1.0,2,0,71,3.9,No,Yes,55,65,94.0,notplaced,0
4098,7.3,0.0,1,1,76,4.2,No,No,55,66,78.0,notplaced,0
4099,6.6,0.0,1,0,68,3.8,No,No,65,65,41.0,notplaced,0
4100,7.5,0.0,3,3,78,4.7,Yes,Yes,68,65,52.0,notplaced,0
4101,7.4,1.0,1,0,81,4.0,No,No,62,73,82.0,notplaced,0
4102,7.4,1.0,3,0,81,4.6,Yes,Yes,80,71,77.0,notplaced,0
4103,7.7,1.0,3,0,90,4.0,Yes,Yes,77,81,73.0,notplaced,0
4104,7.9,1.0,3,2,90,4.6,Yes,Yes,74,84,72.0,notplaced,0
4105,6.7,1.0,1,0,80,4.5,No,Yes,83,74,47.0,notplaced,0
4106,7.9,1.0,2,3,84,4.5,Yes,No,79,70,80.0,notplaced,0
4107,8.4,1.0,2,2,84,4.4,Yes,Yes,79,83,87.0,placed,1
4108,7.4,1.0,1,0,71,3.3,No,No,55,66,94.0,notplaced,0
4109,8.3,2.0,3,2,89,4.8,Yes,Yes,68,87,47.0,placed,1
4110,7.8,0.0,1,1,72,3.9,No,No,58,71,70.0,notplaced,0
4111,8.3,1.0,3,1,76,4.6,Yes,No,84,85,45.0,notplaced,0
4112,8.3,2.0,3,2,90,4.8,Yes,Yes,81,87,43.0,placed,1
4113,7.7,1.0,1,1,66,4.8,Yes,No,71,65,57.0,notplaced,0
4114,8.7,1.0,3,0,78,3.2,Yes,Yes,55,80,66.0,notplaced,0
4115,7.6,0.0,2,0,64,4.8,No,No,60,64,83.0,notplaced,0
4116,8.2,2.0,3,2,82,4.8,No,Yes,83,82,71.0,placed,1
4117,6.7,1.0,1,0,76,4.2,No,No,61,63,50.0,placed,1
4118,7.6,1.0,2,0,71,4.3,Yes,Yes,86,69,78.0,placed,1
4119,7.8,0.0,2,0,71,4.4,No,Yes,74,65,88.0,notplaced,0
4120,7.6,1.0,1,0,62,4.4,No,Yes,55,74,85.0,notplaced,0
4121,8.4,1.0,1,2,90,4.8,No,Yes,66,87,72.0,placed,1
4122,7.5,1.0,1,0,77,4.8,No,Yes,55,58,55.0,placed,1
4123,7.6,1.0,2,0,73,4.2,No,Yes,90,87,61.0,notplaced,0
4124,8.3,2.0,3,2,86,4.8,Yes,Yes,86,82,91.0,placed,1
4125,8.2,2.0,1,1,88,4.4,Yes,Yes,74,88,90.0,notplaced,0
4126,7.5,1.0,2,1,80,4.0,No,Yes,55,65,51.0,notplaced,0
4127,8.6,2.0,3,2,90,4.8,Yes,Yes,82,86,62.0,placed,1
4128,8.5,1.0,3,2,87,4.4,Yes,Yes,82,82,67.0,placed,1
4129,7.7,1.0,2,3,78,4.2,Yes,Yes,71,84,64.0,notplaced,0
4130,6.5,1.0,2,1,82,3.4,Yes,No,72,68,59.0,notplaced,0
4131,7.8,0.0,1,1,78,4.7,No,Yes,63,61,55.0,placed,1
4132,8.6,2.0,3,2,90,4.7,Yes,Yes,80,88,67.0,placed,1
4133,8.5,1.0,3,2,90,4.7,No,Yes,85,84,94.0,notplaced,0
4134,7.5,1.0,2,1,69,3.2,No,Yes,55,65,80.0,notplaced,0
4135,7.2,1.0,1,1,66,3.5,No,No,55,74,84.0,notplaced,0
4136,7.9,1.0,1,2,64,4.2,No,Yes,56,68,83.0,placed,1
4137,8.3,2.0,3,2,89,4.8,Yes,Yes,78,86,45.0,placed,1
4138,7.5,0.0,1,2,78,4.5,Yes,Yes,76,67,64.0,notplaced,0
4139,6.7,1.0,2,2,75,4.2,No,No,78,66,60.0,notplaced,0
4140,8.1,2.0,2,2,79,4.4,Yes,Yes,75,82,44.0,notplaced,0
4141,8.4,2.0,3,2,90,4.8,Yes,Yes,74,86,49.0,placed,1
4142,7.0,0.0,1,2,86,4.7,No,Yes,68,82,45.0,placed,1
4143,8.4,0.0,1,0,86,3.8,No,Yes,57,68,53.0,notplaced,0
4144,7.4,1.0,2,0,89,4.2,Yes,Yes,74,83,93.0,notplaced,0
4145,6.5,1.0,2,0,77,4.4,No,Yes,58,67,68.0,notplaced,0
4146,7.6,1.0,3,1,77,4.6,Yes,Yes,73,79,61.0,notplaced,0
4147,8.3,2.0,3,2,90,4.8,Yes,Yes,81,81,47.0,placed,1
4148,8.0,2.0,3,2,87,4.4,Yes,Yes,83,84,83.0,notplaced,0
4149,7.6,1.0,1,0,69,4.2,No,Yes,55,66,61.0,notplaced,0
4150,7.7,1.0,1,1,67,3.0,No,No,55,67,67.0,notplaced,0
4151,8.2,2.0,3,2,83,4.3,Yes,Yes,85,81,61.0,placed,1
4152,7.6,1.0,1,2,87,4.1,Yes,Yes,79,67,48.0,placed,1
4153,8.3,1.0,2,2,82,4.5,No,Yes,73,66,84.0,notplaced,0
4154,8.2,2.0,3,0,90,4.5,Yes,Yes,74,79,42.0,placed,1
4155,7.4,1.0,1,0,78,4.0,Yes,Yes,82,67,57.0,placed,1
4156,7.3,1.0,1,0,65,4.6,Yes,Yes,62,74,71.0,notplaced,0
4157,8.0,0.0,1,0,79,3.4,No,Yes,80,74,50.0,notplaced,0
4158,8.7,2.0,3,0,84,4.2,No,Yes,55,65,70.0,notplaced,0
4159,8.2,1.0,1,1,66,3.6,No,Yes,62,69,81.0,notplaced,0
4160,7.5,1.0,1,1,73,4.1,No,Yes,55,75,81.0,notplaced,0
4161,8.1,2.0,3,3,90,4.5,Yes,Yes,83,88,54.0,placed,1
4162,8.4,2.0,3,2,90,4.8,Yes,Yes,88,82,44.0,placed,1
4163,6.7,1.0,2,0,68,4.6,No,Yes,55,77,77.0,notplaced,0
4164,8.2,1.0,1,2,69,4.6,Yes,Yes,81,65,73.0,placed,1
4165,7.5,1.0,2,0,80,3.5,No,No,66,65,67.0,notplaced,0
4166,7.6,1.0,2,2,75,3.8,Yes,Yes,75,63,89.0,notplaced,0
4167,7.5,0.0,1,0,76,4.4,No,Yes,55,65,65.0,notplaced,0
4168,7.7,2.0,2,0,79,4.2,Yes,Yes,58,73,51.0,placed,1
4169,8.4,0.0,3,0,90,4.4,Yes,Yes,71,83,89.0,notplaced,0
4170,7.2,2.0,3,2,90,4.8,Yes,Yes,90,82,89.0,placed,1
4171,7.4,1.0,1,0,74,3.7,No,No,78,65,58.0,notplaced,0
4172,6.7,0.0,1,0,73,4.0,No,Yes,72,65,73.0,placed,1
4173,6.9,0.0,2,0,73,4.3,No,No,80,66,66.0,notplaced,0
4174,7.5,0.0,3,0,81,4.5,Yes,Yes,87,85,75.0,placed,1
4175,8.0,2.0,1,1,82,4.2,Yes,No,83,67,79.0,placed,1
4176,7.6,1.0,2,3,74,3.7,Yes,Yes,79,86,95.0,placed,1
4177,8.3,1.0,3,1,90,4.8,Yes,Yes,70,79,51.0,placed,1
4178,7.4,0.0,3,2,90,4.7,Yes,Yes,68,71,74.0,placed,1
4179,8.4,1.0,3,3,90,4.8,Yes,Yes,78,85,44.0,placed,1
4180,6.5,2.0,2,2,87,4.7,Yes,Yes,70,82,80.0,placed,1
4181,8.4,1.0,1,2,79,4.6,No,Yes,76,85,93.0,notplaced,0
4182,7.9,2.0,3,2,90,4.8,Yes,Yes,82,88,65.0,placed,1
4183,8.2,1.0,3,2,90,4.7,Yes,Yes,83,80,65.0,placed,1
4184,8.0,1.0,1,2,76,3.4,Yes,Yes,61,66,82.0,notplaced,0
4185,8.4,1.0,3,2,78,4.5,Yes,No,80,80,53.0,notplaced,0
4186,7.6,0.0,1,0,73,4.3,No,Yes,55,69,67.0,placed,1
4187,8.3,2.0,3,2,90,4.8,Yes,Yes,80,84,95.0,placed,1
4188,7.9,2.0,2,2,90,4.8,Yes,Yes,72,77,58.0,placed,1
4189,8.3,0.0,3,1,88,4.1,Yes,Yes,55,80,78.0,notplaced,0
4190,8.2,1.0,3,1,88,4.8,Yes,Yes,63,81,67.0,placed,1
4191,8.3,1.0,2,0,85,4.6,Yes,Yes,73,77,80.0,notplaced,0
4192,7.8,2.0,3,0,83,4.2,Yes,Yes,80,87,68.0,placed,1
4193,7.6,0.0,1,1,76,3.9,No,Yes,55,72,66.0,notplaced,0
4194,7.5,1.0,1,0,73,3.4,No,Yes,80,67,78.0,notplaced,0
4195,7.5,1.0,1,0,85,4.2,No,Yes,72,62,84.0,notplaced,0
4196,6.8,1.0,1,0,82,3.9,No,No,82,64,57.0,notplaced,0
4197,8.3,2.0,3,2,81,4.7,Yes,Yes,84,85,82.0,notplaced,0
4198,6.7,0.0,1,1,72,4.5,No,Yes,55,72,89.0,placed,1
4199,6.9,1.0,1,1,64,4.1,No,No,64,66,75.0,notplaced,0
4200,8.6,0.0,1,1,68,4.3,No,Yes,55,63,80.0,notplaced,0
4201,8.1,2.0,3,0,90,4.7,Yes,Yes,79,82,89.0,placed,1
4202,7.7,1.0,1,0,60,4.3,No,No,57,70,47.0,notplaced,0
4203,8.4,2.0,3,2,73,4.8,Yes,Yes,82,88,80.0,notplaced,0
4204,8.2,1.0,3,1,80,3.9,Yes,Yes,78,85,77.0,placed,1
4205,8.5,1.0,3,2,90,4.8,Yes,Yes,83,84,63.0,placed,1
4206,8.3,2.0,3,2,81,4.1,Yes,No,82,79,40.0,placed,1
4207,8.4,2.0,3,2,87,4.8,Yes,Yes,79,86,67.0,placed,1
4208,6.9,1.0,2,2,77,4.0,No,Yes,55,64,40.0,notplaced,0
4209,6.5,0.0,2,1,84,4.8,No,Yes,74,84,54.0,placed,1
4210,6.5,1.0,1,0,74,4.6,No,No,58,67,41.0,notplaced,0
4211,8.3,0.0,3,2,84,4.8,Yes,Yes,80,84,48.0,placed,1
4212,8.6,2.0,3,0,79,4.7,Yes,No,71,79,59.0,notplaced,0
4213,8.4,2.0,3,2,88,4.6,Yes,Yes,84,76,57.0,placed,1
4214,7.5,1.0,1,0,78,4.5,No,No,58,65,65.0,notplaced,0
4215,6.5,2.0,3,2,80,4.1,Yes,Yes,76,86,65.0,placed,1
4216,6.5,2.0,3,2,84,4.6,Yes,Yes,69,83,65.0,notplaced,0
4217,7.6,1.0,1,1,77,3.9,No,No,55,61,55.0,notplaced,0
4218,8.3,2.0,3,2,84,4.8,Yes,Yes,82,85,62.0,placed,1
4219,7.4,1.0,1,1,72,4.6,Yes,Yes,77,83,66.0,notplaced,0
4220,7.1,1.0,1,1,69,3.3,No,No,65,61,83.0,notplaced,0
4221,8.1,1.0,3,2,75,4.3,Yes,Yes,69,83,72.0,placed,1
4222,8.0,1.0,2,2,85,4.8,Yes,Yes,68,82,67.0,placed,1
4223,7.6,1.0,2,1,80,4.1,No,Yes,56,65,62.0,notplaced,0
4224,7.4,1.0,1,0,75,4.3,No,Yes,62,66,76.0,notplaced,0
4225,6.5,1.0,3,2,90,4.8,Yes,Yes,76,82,59.0,placed,1
4226,7.1,2.0,3,0,79,4.8,Yes,Yes,70,88,64.0,placed,1
4227,8.9,1.0,3,1,90,4.7,Yes,Yes,72,87,56.0,notplaced,0
4228,8.1,2.0,3,2,90,4.8,Yes,Yes,89,83,67.0,placed,1
4229,6.8,1.0,1,0,71,4.5,No,No,63,69,75.0,notplaced,0
4230,7.0,1.0,1,0,71,4.4,No,No,63,74,43.0,notplaced,0
4231,8.1,2.0,3,2,90,4.1,Yes,Yes,75,81,52.0,placed,1
4232,8.6,1.0,3,2,90,4.8,Yes,Yes,74,84,73.0,placed,1
4233,8.2,1.0,3,2,90,4.4,Yes,Yes,72,87,79.0,placed,1
4234,7.5,2.0,2,1,85,4.6,Yes,Yes,71,85,58.0,placed,1
4235,7.4,0.0,1,2,81,3.8,Yes,Yes,72,87,54.0,notplaced,0
4236,8.4,1.0,2,2,79,4.2,Yes,No,77,81,73.0,notplaced,0
4237,6.5,1.0,1,0,65,4.3,No,No,58,69,51.0,notplaced,0
4238,8.3,2.0,3,2,86,3.9,Yes,Yes,63,85,47.0,placed,1
4239,8.5,0.0,3,2,83,4.5,No,No,70,69,61.0,notplaced,0
4240,6.6,0.0,3,0,85,4.7,Yes,Yes,62,86,62.0,placed,1
4241,7.5,1.0,1,0,71,4.3,No,No,57,78,81.0,placed,1
